,Length,Width,Thickness,Area,Perimeter,Roundness,Solidity,Compactness,AspectRatio,Eccentricity,Extent,Convex hull,Type
2260,292.4175,0,93.418,21186,849.8133,0.3155,0.9419,2.7126,0,0,0.7309,22493,REGULAR
2261,295.5087,0,94.1738,21001.5,812.198,0.3062,0.9251,2.4996,0,0,0.7051,22702,REGULAR
2262,311.1927,0,96.4946,23122.5,908.4823,0.304,0.9335,2.8405,0,0,0.7132,24769.5,REGULAR
2263,321.7254,0,103.5141,25831,936.7838,0.3177,0.9502,2.7035,0,0,0.7408,27185,REGULAR
2264,260.4547,0,87.0686,17472,821.9554,0.3279,0.9207,3.0771,0,0,0.6694,18977,REGULAR
2265,245.2888,0,79.2903,14932,742.0143,0.316,0.9145,2.9342,0,0,0.6625,16328,REGULAR
2266,244.0091,0,86.6729,16467.5,647.8305,0.3521,0.9593,2.0281,0,0,0.7018,17165.5,REGULAR
2267,247.1907,0,85.5586,16464,769.4701,0.3431,0.9375,2.8618,0,0,0.7025,17562.5,REGULAR
2268,151.3353,0,75.8417,8889.5,506.5168,0.4942,0.923,2.2967,0,0,0.68,9631.5,REGULAR
2269,159.8837,0,78.9867,9809,501.2447,0.4886,0.9239,2.0383,0,0,0.7003,10616.5,REGULAR
2270,160.4596,0,78.644,9783.5,523.8305,0.4838,0.9353,2.2319,0,0,0.6992,10460.5,REGULAR
2271,160.5243,0,78.3275,9675.5,484.0315,0.4781,0.9423,1.9269,0,0,0.7003,10268.5,REGULAR
2272,0,135.2383,74.7289,7874.5,386.7767,0,0.9668,1.5118,0,0,0.7369,8144.5,REGULAR
2273,0,162.3687,85.1088,10631,509.931,0,0.9466,1.9464,0,0,0.7314,11231,REGULAR
2274,0,157.5878,81.1157,9703.5,452.2325,0,0.9473,1.6772,0,0,0.715,10243.5,REGULAR
2275,0,142.3226,77.8193,8577.5,404.5757,0,0.9713,1.5185,0,0,0.7214,8830.5,REGULAR
2276,205.6557,132.3017,0,21040.5,612.4579,0.6334,0.9721,1.4187,1.5544,0.7656,0.7584,21643.5,REGULAR
2277,206.1384,133.0483,0,21168.5,619.2864,0.6343,0.9679,1.4417,1.5493,0.7638,0.7705,21869.5,REGULAR
2278,201.965,132.1719,0,20728,624.7006,0.647,0.9637,1.4982,1.528,0.7561,0.749,21509.5,REGULAR
2279,203.6028,130.737,0,20449.5,601.8305,0.6281,0.9691,1.4095,1.5573,0.7666,0.7707,21102,REGULAR
2280,172.2061,120.6428,0,15702,558.5584,0.6742,0.9444,1.5811,1.4274,0.7136,0.7025,16626.5,REGULAR
2281,170.8387,117.7249,0,15596,541.5879,0.6804,0.9655,1.4966,1.4512,0.7247,0.7222,16153,REGULAR
2282,172.3358,118.8967,0,15846,559.3869,0.6793,0.9584,1.5714,1.4495,0.7239,0.7238,16534,REGULAR
2283,168.6891,120.4852,0,15584,518.7594,0.6973,0.9603,1.3742,1.4001,0.6999,0.7093,16228.5,REGULAR
2284,210.5719,0,95.1697,15562.5,555.5462,0.4469,0.9632,1.5782,0,0,0.6894,16156.5,REGULAR
2285,208.814,0,93.3637,15301.5,555.2031,0.4468,0.9711,1.6031,0,0,0.7113,15757,REGULAR
2286,210.0609,0,93.3341,15351,575.7889,0.443,0.96,1.7186,0,0,0.7136,15990,REGULAR
2287,208.9438,0,93.6116,15259.5,550.0315,0.445,0.971,1.5777,0,0,0.7198,15715,REGULAR
2288,236.2308,0,110.0647,20141,638.4163,0.4595,0.9648,1.6103,0,0,0.7328,20875,REGULAR
2289,235.8687,0,110.1422,20204.5,629.2031,0.4624,0.9741,1.5593,0,0,0.7416,20742.5,REGULAR
2290,236.0215,0,109.053,19842.5,635.8305,0.4535,0.9639,1.6213,0,0,0.7374,20585.5,REGULAR
2291,236.8314,0,110.2893,20174,634.7594,0.458,0.9666,1.5893,0,0,0.7374,20871,REGULAR
2292,0,159.6533,105.4894,13146,506.4163,0,0.9552,1.5524,0,0,0.7137,13762,REGULAR
2293,0,156.8433,104.5245,12863,467.3036,0,0.9718,1.351,0,0,0.7334,13236,REGULAR
2294,0,156.4016,102.3653,12577,483.1026,0,0.9615,1.4767,0,0,0.7146,13081,REGULAR
2295,0,158.7413,102.6148,12804,472.2742,0,0.9721,1.3862,0,0,0.7207,13172,REGULAR
2296,0,191.0974,126.6082,18806.5,579.3452,0,0.9672,1.4202,0,0,0.7515,19444.5,REGULAR
2297,0,189.7779,126.3765,18743,544.5584,0,0.9786,1.259,0,0,0.7432,19153,REGULAR
2298,0,189.2857,125.5728,18313,590.5584,0,0.9599,1.5155,0,0,0.7413,19078.5,REGULAR
2299,0,190.7798,128.3029,18907.5,554.6589,0,0.9765,1.2948,0,0,0.744,19362.5,REGULAR
2300,256.1217,163.22,0,32638.5,765.2275,0.6335,0.9803,1.4277,1.5692,0.7706,0.7756,33293,REGULAR
2301,262.7405,171.8728,0,34630,808.5828,0.6387,0.9801,1.5024,1.5287,0.7564,0.7834,35334,REGULAR
2302,260.5361,171.9006,0,34672,740.6417,0.6504,0.988,1.259,1.5156,0.7514,0.7813,35094,REGULAR
2303,259.7402,168.5756,0,33761.5,776.3402,0.6372,0.9795,1.4206,1.5408,0.7608,0.7834,34467.5,REGULAR
2304,278.3419,185.3192,0,39633.5,850.4823,0.6514,0.9776,1.4523,1.502,0.7461,0.7862,40541.5,REGULAR
2305,282.9465,187.3763,0,40752,824.5828,0.6481,0.9882,1.3277,1.51,0.7493,0.7769,41239.5,REGULAR
2306,274.3112,180.2794,0,37928.5,774.5412,0.6418,0.9894,1.2587,1.5216,0.7537,0.7834,38336,REGULAR
2307,277.7154,183.423,0,39251.5,825.5118,0.648,0.9868,1.3816,1.5141,0.7509,0.7814,39775.5,REGULAR
2308,198.9817,0,95.7247,14950.5,515.6884,0.4808,0.9819,1.4155,0,0,0.7476,15226.5,REGULAR
2309,171.6541,0,84.3878,11383,453.9899,0.4919,0.9757,1.4409,0,0,0.7434,11666,REGULAR
2310,168.7892,0,82.0879,10878.5,436.9188,0.4862,0.9799,1.3964,0,0,0.7486,11102,REGULAR
2311,197.3664,0,95.8581,14891,513.4457,0.4867,0.9793,1.4088,0,0,0.7446,15205.5,REGULAR
2312,235.3544,0,117.1564,21520,606.9605,0.4947,0.9871,1.3623,0,0,0.78,21800.5,REGULAR
2313,247.321,0,116.0424,22449.5,640.1148,0.4673,0.9855,1.4524,0,0,0.7273,22780.5,REGULAR
2314,232.6339,0,116.6629,21350,605.931,0.5023,0.9876,1.3685,0,0,0.7739,21618.5,REGULAR
2315,232.2357,0,116.5874,20673,591.6467,0.488,0.9881,1.3474,0,0,0.7976,20921,REGULAR
2316,0,204.1788,122.8848,19195,671.2691,0,0.937,1.8681,0,0,0.6836,20485.5,REGULAR
2317,0,190.2518,115.814,16969,560.3574,0,0.9576,1.4725,0,0,0.7338,17721,REGULAR
2318,0,190.8612,115.3586,16977.5,618.3991,0,0.9384,1.7925,0,0,0.6927,18091.5,REGULAR
2319,0,167.2966,99.0198,12884.5,527.1442,0,0.9484,1.7163,0,0,0.723,13586,REGULAR
2320,0,176.9286,113.8606,15829,499.73,0,0.9862,1.2555,0,0,0.7349,16051,REGULAR
2321,0,171.062,109.6213,14758,482.9016,0,0.9861,1.2574,0,0,0.7334,14965.5,REGULAR
2322,0,173.3057,109.5688,14825.5,493.4874,0,0.9788,1.3072,0,0,0.7241,15147,REGULAR
2323,0,172.0062,109.1501,14642.5,483.0021,0,0.9817,1.2679,0,0,0.7296,14916,REGULAR
2324,255.7225,144.6836,0,28508,710.7006,0.5551,0.9801,1.4099,1.7675,0.8246,0.7905,29087.5,REGULAR
2325,259.3933,144.8741,0,28813.5,682.8011,0.5452,0.9864,1.2876,1.7905,0.8295,0.7926,29210,REGULAR
2326,263.2993,146.2536,0,29356,692.7006,0.5391,0.9856,1.3007,1.8003,0.8315,0.7925,29784.5,REGULAR
2327,257.7795,145.197,0,28886.5,707.2864,0.5535,0.9812,1.3781,1.7754,0.8263,0.7946,29439,REGULAR
2328,304.5458,171.0896,0,40046.5,809.3696,0.5498,0.9869,1.3017,1.78,0.8273,0.79,40578.5,REGULAR
2329,305.6857,172.1743,0,40018,852.0975,0.5453,0.9799,1.4438,1.7754,0.8263,0.7941,40839.5,REGULAR
2330,308.2391,169.9241,0,39939.5,804.5412,0.5352,0.9892,1.2897,1.814,0.8343,0.7925,40375.5,REGULAR
2331,302.9792,168.5008,0,39045.5,796.5412,0.5416,0.9883,1.2931,1.7981,0.8311,0.792,39506.5,REGULAR
2332,279.5779,0,118.5303,25657.5,694.1148,0.4179,0.9803,1.4943,0,0,0.7673,26172,REGULAR
2333,281.6605,0,117.258,25917,728.0143,0.416,0.9752,1.6274,0,0,0.7669,26576,REGULAR
2334,286.7102,0,122.777,27226,746.4996,0.4217,0.9771,1.6288,0,0,0.7607,27865,REGULAR
2335,287.6387,0,123.4822,27462.5,721.0853,0.4226,0.982,1.5067,0,0,0.7585,27966.5,REGULAR
2336,285.9365,0,119.0993,26284,726.3574,0.4093,0.9701,1.5973,0,0,0.7734,27093.5,REGULAR
2337,289.1988,0,121.8495,26877,778.2986,0.4092,0.9571,1.7935,0,0,0.7374,28082,REGULAR
2338,293.0647,0,124.1678,27746,800.8427,0.4113,0.9465,1.8394,0,0,0.7805,29314,REGULAR
2339,292.4919,0,126.1359,27942.5,793.2275,0.4159,0.9448,1.7919,0,0,0.7665,29574.5,REGULAR
2340,0,132.5694,102.3878,10610,415.1615,0,0.974,1.2927,0,0,0.7557,10893,REGULAR
2341,0,134.6061,103.4192,10903.5,406.4335,0,0.9814,1.2056,0,0,0.758,11110,REGULAR
2342,0,137.1255,106.1294,11393,422.4752,0,0.9783,1.2467,0,0,0.7482,11646,REGULAR
2343,0,138.1212,107.2619,11650,420.4752,0,0.9833,1.2077,0,0,0.7289,11848,REGULAR
2344,0,142.0912,108.1787,12154,433.3036,0,0.9825,1.2293,0,0,0.7449,12371,REGULAR
2345,0,145.3326,113.7476,13082.5,482.0315,0,0.9726,1.4134,0,0,0.7504,13450.5,REGULAR
2346,0,144.525,115.4688,13112,444.9605,0,0.9816,1.2016,0,0,0.7395,13357.5,REGULAR
2347,0,143.6562,113.9091,12945,463.5879,0,0.9757,1.3212,0,0,0.7514,13267.5,REGULAR
2348,275.7756,152.129,0,31975,711.6711,0.5353,0.9918,1.2605,1.8128,0.8341,0.7895,32239,REGULAR
2349,274.2115,151.8644,0,31787.5,711.0853,0.5383,0.9919,1.2658,1.8056,0.8326,0.7848,32046.5,REGULAR
2350,273.9971,151.6168,0,31824.5,709.9138,0.5397,0.9924,1.2602,1.8072,0.8329,0.7858,32067.5,REGULAR
2351,274.6917,152.2728,0,32045,711.328,0.5407,0.9929,1.2565,1.8039,0.8323,0.7882,32274.5,REGULAR
2352,247.955,138.8017,0,26310,645.0437,0.5449,0.9921,1.2585,1.7864,0.8286,0.7863,26520,REGULAR
2353,247.9825,138.6024,0,26242.5,644.8011,0.5433,0.9923,1.2608,1.7892,0.8292,0.7876,26446.5,REGULAR
2354,246.9016,138.7762,0,26255.5,644.4579,0.5484,0.9919,1.2588,1.7791,0.8271,0.7847,26471,REGULAR
2355,248.9533,139.552,0,26593.5,647.6295,0.5463,0.9919,1.2551,1.7839,0.8281,0.7915,26810.5,REGULAR
2356,264.7745,0,115.8272,23383,664.5584,0.4247,0.9801,1.503,0,0,0.7513,23857,REGULAR
2357,271.1229,0,117.5818,24468,675.0437,0.4238,0.9859,1.482,0,0,0.7623,24817.5,REGULAR
2358,269.3121,0,118.0054,24392.5,681.6295,0.4282,0.9803,1.5158,0,0,0.7411,24883.5,REGULAR
2359,267.2264,0,119.1159,24394,680.5584,0.4349,0.982,1.5109,0,0,0.7564,24840,REGULAR
2360,260.5353,0,119.0537,24182,718.4996,0.4536,0.9761,1.6988,0,0,0.7712,24774.5,REGULAR
2361,271.4804,0,120.637,25018,684.2153,0.4322,0.9829,1.4891,0,0,0.7766,25453,REGULAR
2362,267.8733,0,123.5642,25547.5,724.6001,0.4533,0.9745,1.6355,0,0,0.765,26216.5,REGULAR
2363,266.3882,0,123.211,25320,732.3574,0.4543,0.9782,1.6857,0,0,0.7665,25884.5,REGULAR
2364,0,148.5624,105.655,12262,444.2742,0,0.9745,1.2809,0,0,0.7011,12583.5,REGULAR
2365,0,151.8379,107.0763,12681,450.2742,0,0.9763,1.2723,0,0,0.7052,12989.5,REGULAR
2366,0,151.575,107.1484,12689,447.4457,0,0.9773,1.2556,0,0,0.7121,12983.5,REGULAR
2367,0,152.1174,107.5068,12749,449.931,0,0.979,1.2636,0,0,0.709,13022.5,REGULAR
2368,0,164.5522,119.1917,15431.5,479.8305,0,0.9892,1.1873,0,0,0.744,15600,REGULAR
2369,0,166.736,120.0097,15754.5,489.0021,0,0.9867,1.2078,0,0,0.7447,15967.5,REGULAR
2370,0,165.3575,117.7926,15321.5,480.1737,0,0.9879,1.1975,0,0,0.7511,15509.5,REGULAR
2371,0,167.6369,119.4038,15710.5,483.8305,0,0.9885,1.1857,0,0,0.7487,15894,REGULAR
2372,234.5337,153.3393,0,27806,654.0143,0.6436,0.9882,1.2241,1.5295,0.7567,0.7734,28138,REGULAR
2373,237.0346,155.7163,0,28634,662.0143,0.6489,0.989,1.218,1.5222,0.7539,0.7762,28953.5,REGULAR
2374,238.7349,156.4803,0,28721.5,667.0853,0.6416,0.9879,1.233,1.5257,0.7552,0.7704,29073.5,REGULAR
2375,239.5835,156.5573,0,29031.5,668.2569,0.644,0.9873,1.2241,1.5303,0.757,0.7739,29405.5,REGULAR
2376,229.8687,153.5406,0,27196,672.8427,0.6553,0.9816,1.3247,1.4971,0.7442,0.7728,27705,REGULAR
2377,234.1546,153.1788,0,27767.5,679.5706,0.6448,0.9782,1.3235,1.5286,0.7563,0.7739,28386,REGULAR
2378,236.3293,154.8568,0,28173.5,668.6001,0.6423,0.9847,1.2626,1.5261,0.7554,0.7702,28610.5,REGULAR
2379,235.4559,156.125,0,28172,673.1859,0.647,0.9825,1.2801,1.5081,0.7486,0.7801,28673,REGULAR
2380,212.477,0,107.5262,17720,570.6173,0.4997,0.9733,1.4622,0,0,0.7495,18207,REGULAR
2381,212.4571,0,111.8308,18675.5,618.6589,0.5268,0.9753,1.6309,0,0,0.7579,19148.5,REGULAR
2382,215.3122,0,110.8983,18540,604.4163,0.5092,0.9601,1.568,0,0,0.7114,19310,REGULAR
2383,210.2707,0,108.9446,17969,599.4457,0.5175,0.9754,1.5914,0,0,0.7597,18423,REGULAR
2384,238.1647,0,113.4433,21103.5,628.1148,0.4737,0.9735,1.4877,0,0,0.7241,21678.5,REGULAR
2385,238.5296,0,113.3276,21236,623.0437,0.4752,0.9759,1.4546,0,0,0.7346,21760,REGULAR
2386,237.3163,0,114.4174,21337,622.7006,0.4824,0.9793,1.4462,0,0,0.7413,21787.5,REGULAR
2387,237.4899,0,113.541,21140,625.6711,0.4772,0.9785,1.4736,0,0,0.7312,21605,REGULAR
2388,0,156.2769,117.0623,14440,516.5584,0,0.9737,1.4705,0,0,0.7337,14830.5,REGULAR
2389,0,159.0615,116.9655,14564.5,478.6589,0,0.9772,1.2518,0,0,0.7105,14904.5,REGULAR
2390,0,159.9201,117.2445,14722.5,471.4874,0,0.9855,1.2016,0,0,0.7254,14939.5,REGULAR
2391,0,158.5175,119.1535,14808.5,526.4579,0,0.9735,1.4894,0,0,0.7194,15211,REGULAR
2392,0,162.2139,116.2126,14740,476.4752,0,0.9788,1.2257,0,0,0.7682,15058.5,REGULAR
2393,0,165.2112,117.1164,15135.5,478.5168,0,0.9831,1.2039,0,0,0.7553,15395.5,REGULAR
2394,0,166.7928,119.388,15441.5,499.3452,0,0.971,1.285,0,0,0.7428,15903,REGULAR
2395,0,167.8369,119.9668,15623,494.7594,0,0.9786,1.2468,0,0,0.7411,15964.5,REGULAR
2396,223.5682,145.8388,0,24903,619.8721,0.6344,0.9899,1.2278,1.533,0.7579,0.7753,25156,REGULAR
2397,223.7136,144.8442,0,24776,616.5584,0.6303,0.991,1.221,1.5445,0.7621,0.7838,25001.5,REGULAR
2398,223.678,145.6383,0,24896.5,618.4579,0.6336,0.9906,1.2226,1.5358,0.759,0.7751,25133,REGULAR
2399,224.3613,145.8019,0,25018,623.3869,0.6328,0.9904,1.2361,1.5388,0.7601,0.7736,25260.5,REGULAR
2400,213.9571,138.8268,0,22875.5,590.8011,0.6362,0.9916,1.2142,1.5412,0.7609,0.7745,23069.5,REGULAR
2401,213.8399,138.9331,0,22888.5,587.6295,0.6373,0.992,1.2005,1.5392,0.7602,0.7749,23072.5,REGULAR
2402,217.7559,140.7302,0,23525.5,599.6295,0.6317,0.9913,1.2162,1.5473,0.7631,0.7689,23732.5,REGULAR
2403,216.7851,140.4818,0,23401.5,601.6295,0.634,0.9902,1.2308,1.5432,0.7616,0.7702,23632,REGULAR
2404,204.0717,0,97.4781,15558,530.132,0.4757,0.9824,1.4375,0,0,0.7488,15836,REGULAR
2405,202.1474,0,96.9896,15201.5,519.061,0.4737,0.9847,1.4104,0,0,0.7687,15437,REGULAR
2406,199.8306,0,95.6377,14873.5,515.8894,0.4742,0.9841,1.4239,0,0,0.7563,15114.5,REGULAR
2407,197.3765,0,94.9913,14554.5,505.4041,0.4757,0.9848,1.3966,0,0,0.7622,14779.5,REGULAR
2408,236.718,0,106.2508,19260,601.1026,0.4376,0.9792,1.4929,0,0,0.7611,19669.5,REGULAR
2409,239.2225,0,109.0432,19995,625.1026,0.4449,0.9773,1.5551,0,0,0.7545,20458.5,REGULAR
2410,248.9766,0,111.188,20975.5,630.5168,0.4308,0.9806,1.5082,0,0,0.7667,21391,REGULAR
2411,245.8835,0,111.8689,21003.5,624.5168,0.4423,0.9839,1.4777,0,0,0.7677,21348,REGULAR
2412,0,146.3903,97.3675,11155.5,422.86,0,0.9815,1.2755,0,0,0.6898,11365.5,REGULAR
2413,0,147.7358,98.0112,11324,424.2742,0,0.9818,1.265,0,0,0.6935,11533.5,REGULAR
2414,0,147.7954,98.2074,11351.5,423.6884,0,0.9832,1.2584,0,0,0.6952,11546,REGULAR
2415,0,147.928,99.5779,11591.5,427.2031,0,0.983,1.2529,0,0,0.7077,11792,REGULAR
2416,0,168.4695,116.2037,15232,479.7889,0,0.9862,1.2026,0,0,0.7724,15445,REGULAR
2417,0,170.3323,116.6993,15417.5,481.2031,0,0.9868,1.1952,0,0,0.7706,15624.5,REGULAR
2418,0,174.0954,120.5694,16148.5,492.5168,0,0.9881,1.1954,0,0,0.7646,16343.5,REGULAR
2419,0,176.3945,121.5209,16606.5,499.3452,0,0.9866,1.1949,0,0,0.771,16832.5,REGULAR
2420,259.4196,159.9812,0,32241,723.9554,0.61,0.9877,1.2936,1.6216,0.7872,0.7544,32644,REGULAR
2421,256.9718,157.9554,0,31442,720.7838,0.6062,0.9846,1.3149,1.6269,0.7888,0.7565,31934.5,REGULAR
2422,255.0585,158.2985,0,31187,710.2985,0.6104,0.9866,1.2874,1.6113,0.7841,0.7503,31611,REGULAR
2423,254.4059,158.1126,0,31119.5,711.7128,0.6122,0.9853,1.2953,1.609,0.7834,0.7533,31583,REGULAR
2424,301.6097,178.0446,0,41315.5,855.595,0.5783,0.9792,1.41,1.694,0.8072,0.7643,42193,REGULAR
2425,302.0309,177.6887,0,41145.5,882.4234,0.5743,0.9755,1.506,1.6998,0.8086,0.7638,42181,REGULAR
2426,294.8691,174.9369,0,39792.5,835.1097,0.5827,0.9823,1.3947,1.6856,0.805,0.7613,40509.5,REGULAR
2427,294.3033,173.451,0,39192.5,844.9087,0.5761,0.9723,1.4495,1.6968,0.8079,0.7593,40308.5,REGULAR
2428,266.581,0,114.8771,23734,691.328,0.4252,0.9772,1.6025,0,0,0.7422,24288,REGULAR
2429,264.5366,0,114.3961,23659,672.7006,0.4305,0.9814,1.5221,0,0,0.7489,24108,REGULAR
2430,265.4,0,115.732,23840,675.8721,0.4309,0.9773,1.5248,0,0,0.7483,24394.5,REGULAR
2431,260.9087,0,113.0322,23103,670.2153,0.4321,0.9801,1.5472,0,0,0.7524,23573,REGULAR
2432,247.0441,0,108.4733,20672.5,653.4874,0.4313,0.9727,1.6439,0,0,0.7571,21252.5,REGULAR
2433,244.6186,0,108.1775,20573,624.4163,0.4378,0.9785,1.5081,0,0,0.7431,21024.5,REGULAR
2434,244.7128,0,107.6405,20275.5,631.8305,0.4311,0.9731,1.5668,0,0,0.7486,20836.5,REGULAR
2435,241.3993,0,107.2545,20185.5,615.3452,0.441,0.9805,1.4928,0,0,0.7453,20587,REGULAR
2436,0,190.6404,127.8171,19093,565.73,0,0.9764,1.3339,0,0,0.7345,19553.5,REGULAR
2437,0,192.6119,129.7396,19327.5,581.7716,0,0.9699,1.3935,0,0,0.7304,19927,REGULAR
2438,0,192.0373,129.6837,19288,569.2447,0,0.977,1.3369,0,0,0.7382,19743,REGULAR
2439,0,193.2623,129.1547,19450.5,562.3158,0,0.9803,1.2937,0,0,0.7386,19841.5,REGULAR
2440,0,167.2137,106.4867,13978,544.7594,0,0.9612,1.6895,0,0,0.7091,14542,REGULAR
2441,0,171.5116,109.1328,14703.5,573.6295,0,0.9559,1.7809,0,0,0.7021,15382,REGULAR
2442,0,169.9851,111.1482,14643.5,571.1442,0,0.9443,1.7727,0,0,0.6688,15506.5,REGULAR
2443,0,171.4887,109.4395,14783.5,567.1442,0,0.9583,1.7314,0,0,0.6943,15427,REGULAR
2444,254.2737,150.1721,0,29832.5,698.8843,0.5875,0.9883,1.3029,1.6932,0.807,0.7518,30187,REGULAR
2445,252.7139,148.6205,0,29178,688.2985,0.5817,0.989,1.2921,1.7004,0.8088,0.7568,29502.5,REGULAR
2446,253.5268,149.1894,0,29500.5,693.7128,0.5844,0.9893,1.2981,1.6994,0.8085,0.7512,29820.5,REGULAR
2447,252.4579,147.6353,0,29052,677.9554,0.5804,0.9919,1.259,1.71,0.8112,0.7525,29289.5,REGULAR
2448,221.3445,133.964,0,23066.5,600.1148,0.5995,0.9906,1.2424,1.6523,0.7961,0.7618,23285.5,REGULAR
2449,223.3341,134.7543,0,23328.5,604.4579,0.5955,0.9907,1.2463,1.6573,0.7975,0.7705,23548,REGULAR
2450,223.9552,135.2754,0,23548,604.7006,0.5978,0.9911,1.2357,1.6556,0.797,0.7686,23760,REGULAR
2451,221.9175,134.7261,0,23189,601.529,0.5995,0.9917,1.2417,1.6472,0.7946,0.7659,23383.5,REGULAR
2452,272.5533,0,112.1176,23686.5,686.8011,0.406,0.9791,1.5847,0,0,0.733,24192,REGULAR
2453,274.5559,0,109.7101,23440.5,677.9727,0.3959,0.9815,1.5604,0,0,0.7448,23883.5,REGULAR
2454,274.308,0,110.6356,23494,680.5584,0.3975,0.9826,1.5688,0,0,0.7465,23910.5,REGULAR
2455,273.2544,0,110.1319,23454.5,681.6295,0.3999,0.9829,1.5764,0,0,0.7387,23862,REGULAR
2456,244.5148,0,105.569,20082.5,704.2569,0.4277,0.9599,1.9653,0,0,0.7231,20920.5,REGULAR
2457,241.638,0,105.2174,19725,708.8427,0.4301,0.9603,2.0271,0,0,0.7338,20539.5,REGULAR
2458,247.6492,0,105.0295,20031.5,694.4579,0.4159,0.9573,1.9159,0,0,0.7213,20924,REGULAR
2459,241.1805,0,104.5297,19544.5,667.9726,0.4278,0.9616,1.8167,0,0,0.7357,20325.5,REGULAR
2460,0,154.0906,100.3001,12114.5,436.7178,0,0.9842,1.2528,0,0,0.7233,12308.5,REGULAR
2461,0,156.4478,102.0823,12532,444.9605,0,0.9829,1.2572,0,0,0.7252,12750.5,REGULAR
2462,0,158.3451,102.7793,12759.5,449.5462,0,0.9833,1.2604,0,0,0.7226,12976,REGULAR
2463,0,158.1451,104.9207,13015,452.9605,0,0.9845,1.2545,0,0,0.7238,13220,REGULAR
2464,0,205.9755,126.2008,20481.5,571.7716,0,0.9853,1.2702,0,0,0.7298,20787,REGULAR
2465,0,203.8198,125.7689,20216.5,567.2864,0,0.9853,1.2667,0,0,0.7328,20517.5,REGULAR
2466,0,207.9854,127.5803,20869,578.0143,0,0.9853,1.274,0,0,0.7312,21180,REGULAR
2467,0,203.3228,125.4946,20125,567.8721,0,0.985,1.2751,0,0,0.7295,20432.5,REGULAR
2468,268.2081,156.5985,0,32675.5,733.3696,0.5783,0.9836,1.3098,1.7127,0.8118,0.7737,33220,REGULAR
2469,269.4376,159.4804,0,33093,763.8133,0.5804,0.9756,1.4029,1.6895,0.806,0.7519,33919.5,REGULAR
2470,270.2799,158.6364,0,32774,761.127,0.5712,0.976,1.4066,1.7038,0.8096,0.7663,33578.5,REGULAR
2471,268.0505,158.8421,0,32867.5,770.5412,0.5824,0.9784,1.4375,1.6875,0.8055,0.7733,33593.5,REGULAR
2472,297.994,167.5103,0,38391,837.5534,0.5505,0.9739,1.4541,1.779,0.8271,0.7391,39420,REGULAR
2473,269.6753,149.0403,0,30957,754.6417,0.542,0.9741,1.4639,1.8094,0.8334,0.7621,31781,REGULAR
2474,271.4257,151.4098,0,31760,743.6711,0.5489,0.9782,1.3857,1.7927,0.83,0.7621,32467,REGULAR
2475,276.4119,152.6975,0,32573.5,744.8843,0.5428,0.9789,1.3555,1.8102,0.8336,0.7484,33276.5,REGULAR
2476,260.0761,0,107.9422,21627,696.9016,0.4071,0.9661,1.7871,0,0,0.738,22386.5,REGULAR
2477,260.6328,0,107.9315,21475,690.2153,0.4025,0.9619,1.7653,0,0,0.7145,22325,REGULAR
2478,264.353,0,106.7157,21904.5,658.0315,0.3991,0.9769,1.5731,0,0,0.7639,22423.5,REGULAR
2479,265.0319,0,107.3087,21817.5,659.3452,0.3955,0.9737,1.5857,0,0,0.7595,22406.5,REGULAR
2480,336.2566,0,126.5211,33044.5,823.5706,0.3721,0.9817,1.6334,0,0,0.7706,33662,REGULAR
2481,335.3148,0,128.3735,33305.5,857.3696,0.3772,0.9696,1.7563,0,0,0.7288,34349,REGULAR
2482,337.7121,0,127.5746,33457,847.127,0.3735,0.9748,1.7069,0,0,0.7579,34322,REGULAR
2483,333.3622,0,128.5082,33097.5,842.6001,0.3792,0.9759,1.707,0,0,0.7719,33916.5,REGULAR
2484,0,145.0184,94.5042,10715.5,417.262,0,0.9764,1.293,0,0,0.7264,10975,REGULAR
2485,0,145.7704,94.667,10789.5,438.0904,0,0.9628,1.4155,0,0,0.7266,11206.5,REGULAR
2486,0,147.1866,94.5656,10905.5,425.4041,0,0.9705,1.3205,0,0,0.737,11237.5,REGULAR
2487,0,147.844,94.1738,10869.5,421.6051,0,0.9751,1.3013,0,0,0.747,11147,REGULAR
2488,0,207.8874,124.0476,20031,583.529,0,0.9727,1.3527,0,0,0.7241,20594,REGULAR
2489,0,204.0967,121.4573,19244.5,556.5168,0,0.9833,1.2807,0,0,0.7732,19570.5,REGULAR
2490,0,199.0519,118.3866,18273,544.7594,0,0.9798,1.2924,0,0,0.7627,18649.5,REGULAR
2491,0,197.9928,118.3986,18155.5,542.1737,0,0.9801,1.2884,0,0,0.7578,18524,REGULAR
2492,248.8598,142.446,0,27517.5,663.0853,0.5657,0.9903,1.2715,1.747,0.82,0.7652,27787,REGULAR
2493,247.3171,142.5624,0,27545,669.8133,0.5734,0.9881,1.2961,1.7348,0.8171,0.7629,27878,REGULAR
2494,248.5013,142.661,0,27573,663.328,0.5685,0.9902,1.2699,1.7419,0.8188,0.7637,27847,REGULAR
2495,250.5623,142.3481,0,27671,666.4996,0.5612,0.9903,1.2775,1.7602,0.8229,0.7664,27942,REGULAR
2496,288.5395,156.6098,0,34929,767.9554,0.5342,0.9881,1.3436,1.8424,0.8399,0.773,35349,REGULAR
2497,285.6927,161.2313,0,35755,883.6955,0.5578,0.9679,1.738,1.7719,0.8255,0.7606,36939,REGULAR
